Title,Source,DOI,Year,Authenticus DT,WOS:000070984900003,Authenticus ID,Institution,NUTS II
An overview of the ASIMOV acoustic communication system,"OCEANS 2000 MTS/IEEE - WHERE MARINE SCIENCE AND TECHNOLOGY MEET, VOLS 1-3, CONFERENCE PROCEEDINGS",NULL,2000,Proceedings Paper,WOS:000166107400254,P-001-1Z2,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Asymmetric underwater acoustic communication using a time-reversal mirror,"OCEANS 2000 MTS/IEEE - WHERE MARINE SCIENCE AND TECHNOLOGY MEET, VOLS 1-3, CONFERENCE PROCEEDINGS",NULL,2000,Proceedings Paper,WOS:000166107400286,P-001-1Z3,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
A map of land at risk on the Portuguese Coast,PERIODICUM BIOLOGORUM,NULL,2000,Article,WOS:000166145900078,P-000-Z5R,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
System for oil spill prediction,HYDRAULIC ENGINEERING SOFTWARE VIII,NULL,2000,Proceedings Paper,WOS:000166375500021,P-001-1KC,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
MOHID 2000 - A coastal integrated object oriented model,HYDRAULIC ENGINEERING SOFTWARE VIII,NULL,2000,Proceedings Paper,WOS:000166375500037,P-001-1KF,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Kinetics of uptake of cadmium by Chlorella marina in different media,BIOELECTROCHEMISTRY,10.1016/s0302-4598(00)00084-2,2000,Article,WOS:000167099600009,P-000-Z0X,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Wave group statistics of numerically simulated mixed sea states,JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME,10.1115/1.1313532,2000,Article,WOS:000167107400008,P-000-YM5,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Correlation between successive wave heights and periods in mixed sea states,OCEAN ENGINEERING,10.1016/s0029-8018(00)00038-x,2001,Article,WOS:000167909200004,P-000-TVC,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Full-scale measurements of the manoeuvring capabilities of a catamaran,INTERNATIONAL CONFERENCE ON HYDRODYNAMICS OF HIGH SPEED CRAFT,NULL,1999,Proceedings Paper,WOS:000169018700008,P-001-5T0,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Numerical modelling of OWC-shoreline devices including the effect of surrounding coastline and non-flat bottom,INTERNATIONAL JOURNAL OF OFFSHORE AND POLAR ENGINEERING,NULL,2001,Article,WOS:000169161000011,P-000-VBQ,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
"Physical structures, advection and mixing in the region of Goban spur",DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,10.1016/s0967-0645(01)00030-3,2001,Review,WOS:000171000700002,P-000-X02,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Nanofiltration of wastewater from the fishmeal industry,DESALINATION,10.1016/s0011-9164(01)00345-9,2001,Abstract,WOS:000171190200057,P-000-T8T,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Optimisation of the biological treatment of hypersaline wastewater from Dunaliella salina carotenogenesis,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,10.1002/jctb.497,2001,Article,WOS:000171799400008,P-000-SWY,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
3D path following for autonomous underwater vehicle,"PROCEEDINGS OF THE 39TH IEEE CONFERENCE ON DECISION AND CONTROL, VOLS 1-5",NULL,2000,Proceedings Paper,WOS:000172029000536,P-001-22R,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Hydrodynamic model study of the Ria de Pontevedra under estuarine conditions,ESTUARINE COASTAL AND SHELF SCIENCE,10.1006/ecss.2001.0825,2002,Article,WOS:000173870300009,P-000-R4C,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Natural occurrence of Vibrio spp. and Listeria monocytogenes in molluscan shellfish in Portugal,JOURNAL OF SHELLFISH RESEARCH,NULL,2001,Article,WOS:000174127300040,P-000-SKR,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Wave-power absorption by a periodic linear array of oscillating water columns,OCEAN ENGINEERING,10.1016/s0029-8018(01)00076-2,2002,Article,WOS:000174973200002,P-000-NJ4,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
"Performance of fish lift recently built at the Touvedo Dam on the Lima River, Portugal",JOURNAL OF APPLIED ICHTHYOLOGY,10.1046/j.1439-0426.2002.00309.x,2002,Article,WOS:000175166300009,P-000-PV5,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Wave height distribution in mixed sea states,JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME,10.1115/1.1445794,2002,Article,WOS:000175342600006,P-000-QG2,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Hydrodynamic coefficients of a submerged pulsating sphere in finite depth,OCEAN ENGINEERING,10.1016/s0029-8018(01)00081-6,2002,Article,WOS:000176159900006,P-000-N7A,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Time-reversed communication over Doppler-spread underwater channels,"2002 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH, AND SIGNAL PROCESSING, VOLS I-IV, PROCEEDINGS",NULL,2002,Proceedings Paper,WOS:000177510400713,P-000-S8K,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Comparison of numerical and experimental results of nonlinear wave-induced vertical ship motions and loads,JOURNAL OF MARINE SCIENCE AND TECHNOLOGY,10.1007/s007730200007,2002,Article,WOS:000177696900003,P-000-RF9,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Modelling bivariate distributions of significant wave height and mean wave period,APPLIED OCEAN RESEARCH,10.1016/s0141-1187(02)00006-8,2002,Article,WOS:000177856800003,P-000-QBG,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Real-time vision-based station keeping for underwater robots,"OCEANS 2001 MTS/IEEE: AN OCEAN ODYSSEY, VOLS 1-4, CONFERENCE PROCEEDINGS",NULL,2001,Proceedings Paper,WOS:000178200800168,P-000-XKN,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Equalization and coding for coherent communication in the ASIMOV vertical link,"OCEANS 2001 MTS/IEEE: AN OCEAN ODYSSEY, VOLS 1-4, CONFERENCE PROCEEDINGS",NULL,2001,Proceedings Paper,WOS:000178200800346,P-000-XKT,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Wavefront segmentation in phase-conjugate arrays for spatially modulated acoustic communication,"OCEANS 2001 MTS/IEEE: AN OCEAN ODYSSEY, VOLS 1-4, CONFERENCE PROCEEDINGS",NULL,2001,Proceedings Paper,WOS:000178200800356,P-000-XKV,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Underwater mosaicing and trajectory reconstruction using global alignment,"OCEANS 2001 MTS/IEEE: AN OCEAN ODYSSEY, VOLS 1-4, CONFERENCE PROCEEDINGS",NULL,2001,Proceedings Paper,WOS:000178200800410,P-000-XKX,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Genes from Debaryomyces hansenii increase salt tolerance in Saccharomyces cerevisiae W303,FEMS YEAST RESEARCH,10.1111/j.1567-1364.2002.tb00079.x,2002,Article,WOS:000178237000008,P-000-PFF,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Numerical modelling of OWC wave-power plants of the oscillating water column type,BOUNDARY ELEMENTS XXIV: INCORPORATING MESHLESS SOLUTIONS,NULL,2002,Proceedings Paper,WOS:000178284900003,P-000-QXF,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Combined trajectory tracking and path following: an application to the coordinated control of autonomous marine craft,"PROCEEDINGS OF THE 40TH IEEE CONFERENCE ON DECISION AND CONTROL, VOLS 1-5",NULL,2001,Proceedings Paper,WOS:000178362200173,P-000-XR4,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Wave energy in Europe: current status and perspectives,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,10.1016/s1364-0321(02)00009-6,2002,Review,WOS:000178587600001,P-000-MXR,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Stochastic modelling of OWC wave power plant performance,APPLIED OCEAN RESEARCH,10.1016/s0141-1187(02)00022-6,2002,Article,WOS:000178795800001,P-000-PRA,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Control of an oscillating-water-column wave power plant for maximum energy production,APPLIED OCEAN RESEARCH,10.1016/s0141-1187(02)00021-4,2002,Article,WOS:000178795800002,P-000-PRB,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Electrochemical impedance spectroscopy study of the biofilm-related deterioration of aluminium bronze in sea water,ADVANCED MATERIALS FORUM I,10.4028/www.scientific.net/kem.230-232.432,2002,Article,WOS:000179553200100,P-000-QR4,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Combined trajectory tracking and path following for underwater vehicles,CONTROL APPLICATIONS IN MARINE SYSTEMS 2001 (CAMS 2001),NULL,2002,Proceedings Paper,WOS:000180780200048,P-000-R0Z,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Dynamic positioning and way-point tracking of underactuated AUVs in the presence of ocean currents,"PROCEEDINGS OF THE 41ST IEEE CONFERENCE ON DECISION AND CONTROL, VOLS 1-4",NULL,2002,Proceedings Paper,WOS:000181352300380,P-000-RVJ,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Comparison of methods for calculation of the wave envelope,OCEAN ENGINEERING,10.1016/s0029-8018(02)00069-0,2003,Article,WOS:000181365500006,P-000-GY5,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Results on underwater mosaic-based navigation,"OCEANS 2002 MTS/IEEE CONFERENCE & EXHIBITION, VOLS 1-4, CONFERENCE PROCEEDINGS",10.1109/oceans.2002.1191872,2002,Proceedings Paper,WOS:000182293200249,P-000-RPS,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
The influence of the wave climate on the design and annual production of electricity by OWC wave power plants,JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME,10.1115/1.1555112,2003,Article,WOS:000182631500010,P-000-GWY,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Dynamic model of manoeuvrability using Recursive Neural Networks,OCEAN ENGINEERING,10.1016/s0029-8018(02)00147-6,2003,Article,WOS:000184307400006,P-000-FE3,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Applications of safety and reliability approaches in various industrial sectors,"SAFETY AND RELIABILITY, VOLS 1 AND 2",NULL,2003,Proceedings Paper,WOS:000184438400098,P-000-KKW,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Wind influence on water exchange between the ria of Ferrol (NW Spain) and the shelf,ESTUARINE COASTAL AND SHELF SCIENCE,10.1016/s0272-7714(02)00302-5,2003,Article,WOS:000184589500017,P-000-H5F,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Probability distributions of wave heights and periods in measured combined sea-states from the Portuguese Coast,JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME,10.1115/1.1576816,2003,Article,WOS:000184612100006,P-000-FR6,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Tidal modulation of seismic noise and volcanic tremor,GEOPHYSICAL RESEARCH LETTERS,10.1029/2003gl016991,2003,Article,WOS:000184867400001,P-000-FJF,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Lisbon 1755: A case of triggered onshore rupture?,BULLETIN OF THE SEISMOLOGICAL SOCIETY OF AMERICA,10.1785/0120020245,2003,Article,WOS:000186096000013,P-000-EWJ,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
"Mosaic-based navigation for autonomous, underwater vehicles",IEEE JOURNAL OF OCEANIC ENGINEERING,10.1109/joe.2003.819156,2003,Article,WOS:000187734200005,P-000-EZC,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Modeling of an ocean waves power device AWS,"CCA 2003: PROCEEDINGS OF 2003 IEEE CONFERENCE ON CONTROL APPLICATIONS, VOLS 1 AND 2",NULL,2003,Proceedings Paper,WOS:000188242000110,P-000-J9Y,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Combined effects of environmental factors and regulation on macrophyte vegetation along three rivers in western France,RIVER RESEARCH AND APPLICATIONS,10.1002/rra.718,2004,Article,WOS:000188590200004,P-000-DMC,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Monitoring of waves with X-band radar in the port of Sines,"BUILDING THE EUROPEAN CAPACITY IN OPERATIONAL OCEANOGRAPHY, PROCEEDINGS",10.1016/s0422-9894(03)80026-0,2003,Proceedings Paper,WOS:000189438800023,P-000-J99,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Sea level prediction at the Portuguese coast based on model and remote sensed data,"BUILDING THE EUROPEAN CAPACITY IN OPERATIONAL OCEANOGRAPHY, PROCEEDINGS",10.1016/s0422-9894(03)80032-6,2003,Proceedings Paper,WOS:000189438800029,P-000-J9A,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Approach and tools for the implementation of ocean wave energy devices,NEW AND RENEWABLE ENERGY TECHNOLOGIES FOR SUSTAINABLE DEVELOPMENT,NULL,2004,Proceedings Paper,WOS:000189477000007,P-000-D9N,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Using meso-scale modelling for the prediction of wind resources in portugal,NEW AND RENEWABLE ENERGY TECHNOLOGIES FOR SUSTAINABLE DEVELOPMENT,NULL,2004,Proceedings Paper,WOS:000189477000010,P-000-D9P,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
On the design of multirate complementary filters for autonomous marine vehicle navigation,GUIDANCE AND CONTROL OF UNDERWATER VEHICLES 2003,NULL,2003,Proceedings Paper,WOS:000189480300025,P-000-JR9,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Wave interaction with a floating rectangular box near a vertical wall with step type bottom topography,JOURNAL OF HYDRODYNAMICS,10.1016/s1001-6058(09)60175-x,2010,Article,WOS:000209182400016,P-007-W91,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Wave period distribution in mixed sea-states,JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME,10.1115/1.1643387,2004,Article,WOS:000220323800017,P-000-BTG,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Steepness and asymmetry of the largest waves in storm sea states,OCEAN ENGINEERING,10.1016/j.oceaneng.2003.10.014,2004,Article,WOS:000221781100013,P-000-A94,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Experimental investigation of the nonlinear effects on the vertical motions and loads of a containership in regular waves,JOURNAL OF SHIP RESEARCH,NULL,2004,Article,WOS:000221846300002,P-000-A76,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Experimental investigation of the nonlinear effects on the statistics of vertical motions and loads of a containership in irregular waves,JOURNAL OF SHIP RESEARCH,NULL,2004,Article,WOS:000221846300003,P-000-A77,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Implementation of direct and iterative methods for a class of Helmholtz wave problems,COMPUTERS & STRUCTURES,10.1016/j.compstruc.2004.03.053,2004,Article,WOS:000222745300030,P-000-9K7,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Numerical modelling of the pendulum ocean wave power converter using a panel method,"PROCEEDINGS OF THE TWELFTH (2002) INTERNATIONAL OFFSHORE AND POLAR ENGINEERING CONFERENCE, VOL 1",NULL,2002,Proceedings Paper,WOS:000223061800100,P-000-RXH,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Experimental study of a shoreline overtopping wave energy caisson,"PROCEEDINGS OF THE THIRTEENTH (2003) INTERNATIONAL OFFSHORE AND POLAR ENGINEERING CONFERENCE, VOL 1",NULL,2003,Proceedings Paper,WOS:000223131400052,P-000-KG9,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Stochastic modelling in wave power-equipment optimization: maximum energy production versus maximum profit,OCEAN ENGINEERING,10.1016/j.oceaneng.2004.03.004,2004,Article,WOS:000223209900005,P-000-99Y,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Inversion of marine radar images for surface wave analysis,JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY,10.1175/1520-0426(2004)021<1291:iomrif>2.0.co;2,2004,Article,WOS:000223215900014,P-000-96H,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Abnormal waves during Hurricane Camille,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,10.1029/2003jc002244,2004,Article,WOS:000223344300001,P-000-90R,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Characteristics of abnormal waves in North Sea storm sea states,APPLIED OCEAN RESEARCH,10.1016/j.apor.2004.02.005,2003,Article,WOS:000223389400003,P-000-E6C,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
An economic assessment of protein recovery from fish meal wastewaters by ultrafiltration,DESALINATION,10.1016/j.desal.2004.06.032,2004,Article,WOS:000223741600034,P-000-8ZZ,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Wave energy absorption by a submerged sphere of variable radius with a swinging single point moored tension line,"PROCEEDINGS OF THE FOURTEENTH (2004) INTERNATIONAL OFFSHORE AND POLAR ENGINEERING CONFERENCE, VOL 1",NULL,2004,Proceedings Paper,WOS:000223780000039,P-000-DG7,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Control of the INFANTE AUV using gain scheduled static output feedback,CONTROL ENGINEERING PRACTICE,10.1016/j.conengprac.2004.02.012,2004,Article,WOS:000224015100003,P-000-7EG,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
An economic assessment of proteins recovery from fish meal effluents by ultrafiltration,TRENDS IN FOOD SCIENCE & TECHNOLOGY,10.1016/j.tifs.2004.02.008,2004,Article,WOS:000224085300005,P-000-8FB,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
Identification of the components of wave spectra by the Hilbert Huang transform method,APPLIED OCEAN RESEARCH,10.1016/j.apor.2004.08.004,2004,Article,WOS:000224936200001,P-000-BNG,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
A roller chain drive model including contact with guide-bars,MULTIBODY SYSTEM DYNAMICS,10.1023/b:mubo.0000049131.77305.d8,2004,Article,WOS:000225299900004,P-000-8CF,Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA
